机组序号	所在节点	最大出力(MW)	最小出力(MW)	上爬坡率(MW/h)	下爬坡率 (MW/h)	最小开机时间(h)	最小停机时间(h)	启动成本（元）	"初始状态(1开机,0停机)"	初始出力(MW)	初始状态持续时间(h)
63             142             30             12             1000             1000             1             1             340             0             0             1
64             143             300             120             1000             1000             8             8             9000             0             1             15
65             144             350             140             1000             1000             8             8             10000             0             1             16
66             145             30             12             1000             1000             1             1             340             0             0             1
67             149             30             12             1000             1000             1             1             340             0             0             1
68             150             100             40             1000             1000             5             5             1120             0             0             5
69             152             30             12             1000             1000             1             1             1800             0             0             1
70             154             100             40             1000             1000             5             5             4800             0             0             5
71             158             30             12             1000             1000             1             1             340             0             0             1
72             160             30             12             1000             1000             1             1             340             0             0             1
73             164             100             40             1000             1000             5             5             4800             0             0             5
74             167             250             100             1000             1000             10             10             9000             0             1             10
75             172             250             100             1000             1000             10             10             10000             0             0             10
76             173             100             40             1000             1000             5             5             4800             0             0             5
77             174             100             40             1000             1000             5             5             4800             0             0             5
78             177             200             80             1000             1000             10             10             9000             0             0             10
79             179             200             80             1000             1000             10             10             10000             0             0             10
80             180             100             40             1000             1000             5             5             4800             0             0             5
81             183             420             168             1000             1000             10             10             9000             0             1             20
82             184             420             168             1000             1000             10             10             10000             0             1             20
83             187             300             120             1000             1000             10             10             9000             0             0             15
84             188             80             32             1000             1000             4             4             4800             0             0             4
85             190             30             12             1000             1000             1             1             340             0             0             1
86             191             30             12             1000             1000             1             1             340             0             0             1
87             192             20             8             1000             1000             1             1             340             0             0             1
88             194             100             40             1000             1000             5             5             3800             0             0             5
89             195             100             40             1000             1000             5             5             3800             0             1             5
90             198             500             200             1000             1000             10             10             10000             0             1             24
91             200             100             40             1000             1000             5             5             3800             0             0             5
92             203             30             12             1000             1000             1             1             340             0             0             1
93             205             650             260             1000             1000             10             10             10000             0             1             24
94             207             500             200             1000             1000             10             10             10000             0             1             24
95             208             20             8             1000             1000             1             1             340             0             0             1
96             209             50             20             1000             1000             1             1             340             0             0             1
97             210             300             120             1000             1000             8             8             1120             0             1             15
98             217             300             120             1000             1000             8             8             1800             0             1             15
99             218             300             120             1000             1000             8             8             1800             0             1             15
100             221             20             8             1000             1000             1             1             340             0             0             1
101             222             100             40             1000             1000             5             5             3800             0             0             5
102             223             100             40             1000             1000             5             5             3800             0             0             5
103             225             20             8             1000             1000             1             1             340             0             0             1
104             228             50             20             1000             1000             2             2             60             0             0             2
105             229             100             40             1000             1000             5             5             3800             0             0             5
106             230             100             40             1000             1000             5             5             3800             0             0             5
107             231             100             40             1000             1000             5             5             3800             0             0             5
108             234             100             40             1000             1000             2             2             60             0             0             2
109             266             455             150             70             70             8             8             9000             0             0             8
110             267             455             150             60             60             8             8             10000             0             0             8
111             268             130             20             70             70             5             5             1100             0             0             5
112             269             130             20             70             70             5             5             1120             0             0             5
113             270             162             25             60             60             6             6             1800             0             0             6
114             271             80             20             70             70             3             3             340             0             0             3
115             272             85             25             70             70             3             3             520             0             0             3
116             273             55             10             60             60             1             1             60             0             0             1
117             274             55             10             60             60             1             1             60             0             0             1
118             275             55             10             60             60             1             1             60             0             0             1
119             305             455             150             70             70             8             8             9000             0             0             8
120             306             455             150             60             60             8             8             10000             0             0             8
121             307             130             20             70             70             5             5             1100             0             0             5
122             308             130             20             70             70             5             5             1120             0             0             5
123             309             162             25             60             60             6             6             1800             0             0             6
124             310             80             20             70             70             3             3             340             0             0             3
125             311             85             25             70             70             3             3             520             0             0             3
126             312             55             10             60             60             1             1             60             0             0             1
127             313             55             10             60             60             1             1             60             0             0             1
128             314             55             10             60             60             1             1             60             0             0             1
129             344             455             150             70             70             8             8             9000             0             0             8
130             345             455             150             60             60             8             8             10000             0             0             8
131             346             130             20             70             70             5             5             1100             0             0             5
132             347             130             20             70             70             5             5             1120             0             0             5
133             348             162             25             60             60             6             6             1800             0             0             6
134             349             80             20             70             70             3             3             340             0             0             3
135             350             85             25             70             70             3             3             520             0             0             3
136             351             55             10             60             60             1             1             60             0             0             1
137             352             55             10             60             60             1             1             60             0             0             1
138             353             55             10             60             60             1             1             60             0             0             1
139             383             455             150             70             70             8             8             9000             0             0             8
140             384             455             150             60             60             8             8             10000             0             0             8
141             385             130             20             70             70             5             5             1100             0             0             5
142             386             130             20             70             70             5             5             1120             0             0             5
143             387             162             25             60             60             6             6             1800             0             0             6
144             388             80             20             70             70             3             3             340             0             0             3
145             389             85             25             70             70             3             3             520             0             0             3
146             390             55             10             60             60             1             1             60             0             0             1
147             391             55             10             60             60             1             1             60             0             0             1
148             392             55             10             60             60             1             1             60             0             0             1
149             422             455             150             70             70             8             8             9000             0             0             8
150             423             455             150             60             60             8             8             10000             0             0             8
151             424             130             20             70             70             5             5             1100             0             0             5
152             425             130             20             70             70             5             5             1120             0             0             5
153             426             162             25             60             60             6             6             1800             0             0             6
154             427             80             20             70             70             3             3             340             0             0             3
155             428             85             25             70             70             3             3             520             0             0             3
156             429             55             10             60             60             1             1             60             0             0             1
157             430             55             10             60             60             1             1             60             0             0             1
158             431             55             10             60             60             1             1             60             0             0             1
159             461             455             150             70             70             8             8             9000             0             0             8
160             462             455             150             60             60             8             8             10000             0             0             8
161             463             130             20             70             70             5             5             1100             0             0             5
162             464             130             20             70             70             5             5             1120             0             0             5
163             465             162             25             60             60             6             6             1800             0             0             6
164             466             80             20             70             70             3             3             340             0             0             3
165             467             85             25             70             70             3             3             520             0             0             3
166             468             55             10             60             60             1             1             60             0             0             1
167             469             55             10             60             60             1             1             60             0             0             1
168             470             55             10             60             60             1             1             60             0             0             1
169             500             455             150             70             70             8             8             9000             0             0             8
170             501             455             150             60             60             8             8             10000             0             0             8
171             502             130             20             70             70             5             5             1100             0             0             5
172             503             130             20             70             70             5             5             1120             0             0             5
173             504             162             25             60             60             6             6             1800             0             0             6
174             505             80             20             70             70             3             3             340             0             0             3
175             506             85             25             70             70             3             3             520             0             0             3
176             507             55             10             60             60             1             1             60             0             0             1
177             508             55             10             60             60             1             1             60             0             0             1
178             509             55             10             60             60             1             1             60             0             0             1
179             539             455             150             70             70             8             8             9000             0             0             8
180             540             455             150             60             60             8             8             10000             0             0             8
181             541             130             20             70             70             5             5             1100             0             0             5
182             542             130             20             70             70             5             5             1120             0             0             5
183             543             162             25             60             60             6             6             1800             0             0             6
184             544             80             20             70             70             3             3             340             0             0             3
185             545             85             25             70             70             3             3             520             0             0             3
186             546             55             10             60             60             1             1             60             0             0             1
187             547             55             10             60             60             1             1             60             0             0             1
188             548             55             10             60             60             1             1             60             0             0             1
189             578             455             150             70             70             8             8             9000             0             0             8
190             579             455             150             60             60             8             8             10000             0             0             8
191             580             130             20             70             70             5             5             1100             0             0             5
192             581             130             20             70             70             5             5             1120             0             0             5
193             582             162             25             60             60             6             6             1800             0             0             6
194             583             80             20             70             70             3             3             340             0             0             3
195             584             85             25             70             70             3             3             520             0             0             3
196             585             55             10             60             60             1             1             60             0             0             1
197             586             55             10             60             60             1             1             60             0             0             1
198             587             55             10             60             60             1             1             60             0             0             1
199             617             455             150             70             70             8             8             9000             0             0             8
200             618             455             150             60             60             8             8             10000             0             0             8
201             619             130             20             70             70             5             5             1100             0             0             5
202             620             130             20             70             70             5             5             1120             0             0             5
203             621             162             25             60             60             6             6             1800             0             0             6
204             622             80             20             70             70             3             3             340             0             0             3
205             623             85             25             70             70             3             3             520             0             0             3
206             624             55             10             60             60             1             1             60             0             0             1
207             625             55             10             60             60             1             1             60             0             0             1
208             626             55             10             60             60             1             1             60             0             0             1
209             656             455             150             70             70             8             8             9000             0             0             8
210             657             455             150             60             60             8             8             10000             0             0             8
211             658             130             20             70             70             5             5             1100             0             0             5
212             659             130             20             70             70             5             5             1120             0             0             5
213             660             162             25             60             60             6             6             1800             0             0             6
214             661             80             20             70             70             3             3             340             0             0             3
215             662             85             25             70             70             3             3             520             0             0             3
216             663             55             10             60             60             1             1             60             0             0             1
217             664             55             10             60             60             1             1             60             0             0             1
218             665             55             10             60             60             1             1             60             0             0             1
219             695             455             150             70             70             8             8             9000             0             0             8
220             696             455             150             60             60             8             8             10000             0             0             8
221             697             130             20             70             70             5             5             1100             0             0             5
222             698             130             20             70             70             5             5             1120             0             0             5
223             699             162             25             60             60             6             6             1800             0             0             6
224             700             80             20             70             70             3             3             340             0             0             3
225             701             85             25             70             70             3             3             520             0             0             3
226             702             55             10             60             60             1             1             60             0             0             1
227             703             55             10             60             60             1             1             60             0             0             1
228             704             55             10             60             60             1             1             60             0             0             1
229             734             455             150             70             70             8             8             9000             0             0             8
230             735             455             150             60             60             8             8             10000             0             0             8
231             736             130             20             70             70             5             5             1100             0             0             5
232             737             130             20             70             70             5             5             1120             0             0             5
233             738             162             25             60             60             6             6             1800             0             0             6
234             739             80             20             70             70             3             3             340             0             0             3
235             740             85             25             70             70             3             3             520             0             0             3
236             741             55             10             60             60             1             1             60             0             0             1
237             742             55             10             60             60             1             1             60             0             0             1
238             743             55             10             60             60             1             1             60             0             0             1
239             773             455             150             70             70             8             8             9000             0             0             8
240             774             455             150             60             60             8             8             10000             0             0             8
241             775             130             20             70             70             5             5             1100             0             0             5
242             776             130             20             70             70             5             5             1120             0             0             5
243             777             162             25             60             60             6             6             1800             0             0             6
244             778             80             20             70             70             3             3             340             0             0             3
245             779             85             25             70             70             3             3             520             0             0             3
246             780             55             10             60             60             1             1             60             0             0             1
247             781             55             10             60             60             1             1             60             0             0             1
248             782             55             10             60             60             1             1             60             0             0             1
249             812             455             150             70             70             8             8             9000             0             0             8
250             813             455             150             60             60             8             8             10000             0             0             8
251             814             130             20             70             70             5             5             1100             0             0             5
252             815             130             20             70             70             5             5             1120             0             0             5
253             816             162             25             60             60             6             6             1800             0             0             6
254             817             80             20             70             70             3             3             340             0             0             3
255             818             85             25             70             70             3             3             520             0             0             3
256             819             55             10             60             60             1             1             60             0             0             1
257             820             55             10             60             60             1             1             60             0             0             1
258             821             55             10             60             60             1             1             60             0             0             1
259             851             455             150             70             70             8             8             9000             0             0             8
260             852             455             150             60             60             8             8             10000             0             0             8
261             853             130             20             70             70             5             5             1100             0             0             5
262             854             130             20             70             70             5             5             1120             0             0             5
263             855             162             25             60             60             6             6             1800             0             0             6
264             856             80             20             70             70             3             3             340             0             0             3
265             857             85             25             70             70             3             3             520             0             0             3
266             858             55             10             60             60             1             1             60             0             0             1
267             859             55             10             60             60             1             1             60             0             0             1
268             860             55             10             60             60             1             1             60             0             0             1
269             890             455             150             70             70             8             8             9000             0             0             8
270             891             455             150             60             60             8             8             10000             0             0             8
271             892             130             20             70             70             5             5             1100             0             0             5
272             893             130             20             70             70             5             5             1120             0             0             5
273             894             162             25             60             60             6             6             1800             0             0             6
274             895             80             20             70             70             3             3             340             0             0             3
275             896             85             25             70             70             3             3             520             0             0             3
276             897             55             10             60             60             1             1             60             0             0             1
277             898             55             10             60             60             1             1             60             0             0             1
278             899             55             10             60             60             1             1             60             0             0             1
279             929             455             150             70             70             8             8             9000             0             0             8
280             930             455             150             60             60             8             8             10000             0             0             8
281             931             130             20             70             70             5             5             1100             0             0             5
282             932             130             20             70             70             5             5             1120             0             0             5
283             933             162             25             60             60             6             6             1800             0             0             6
284             934             80             20             70             70             3             3             340             0             0             3
285             935             85             25             70             70             3             3             520             0             0             3
286             936             55             10             60             60             1             1             60             0             0             1
287             937             55             10             60             60             1             1             60             0             0             1
288             938             55             10             60             60             1             1             60             0             0             1
289             968             455             150             70             70             8             8             9000             0             0             8
290             969             455             150             60             60             8             8             10000             0             0             8
291             970             130             20             70             70             5             5             1100             0             0             5
292             971             130             20             70             70             5             5             1120             0             0             5
293             972             162             25             60             60             6             6             1800             0             0             6
294             973             80             20             70             70             3             3             340             0             0             3
295             974             85             25             70             70             3             3             520             0             0             3
296             975             55             10             60             60             1             1             60             0             0             1
297             976             55             10             60             60             1             1             60             0             0             1
298             977             55             10             60             60             1             1             60             0             0             1
299             1007             455             150             70             70             8             8             9000             0             0             8
300             1008             455             150             60             60             8             8             10000             0             0             8
301             1009             130             20             70             70             5             5             1100             0             0             5
302             1010             130             20             70             70             5             5             1120             0             0             5
303             1011             162             25             60             60             6             6             1800             0             0             6
304             1012             80             20             70             70             3             3             340             0             0             3
305             1013             85             25             70             70             3             3             520             0             0             3
306             1014             55             10             60             60             1             1             60             0             0             1
307             1015             55             10             60             60             1             1             60             0             0             1
308             1016             55             10             60             60             1             1             60             0             0             1
309             1046             455             150             70             70             8             8             9000             0             0             8
310             1047             455             150             60             60             8             8             10000             0             0             8
311             1048             130             20             70             70             5             5             1100             0             0             5
312             1049             130             20             70             70             5             5             1120             0             0             5
313             1050             162             25             60             60             6             6             1800             0             0             6
314             1051             80             20             70             70             3             3             340             0             0             3
315             1052             85             25             70             70             3             3             520             0             0             3
316             1053             55             10             60             60             1             1             60             0             0             1
317             1054             55             10             60             60             1             1             60             0             0             1
318             1055             55             10             60             60             1             1             60             0             0             1
319             1085             455             150             70             70             8             8             9000             0             0             8
320             1086             455             150             60             60             8             8             10000             0             0             8
321             1087             130             20             70             70             5             5             1100             0             0             5
322             1088             130             20             70             70             5             5             1120             0             0             5
323             1089             162             25             60             60             6             6             1800             0             0             6
324             1090             80             20             70             70             3             3             340             0             0             3
325             1091             85             25             70             70             3             3             520             0             0             3
326             1092             55             10             60             60             1             1             60             0             0             1
327             1093             55             10             60             60             1             1             60             0             0             1
328             1094             55             10             60             60             1             1             60             0             0             1
329             1124             455             150             70             70             8             8             9000             0             0             8
330             1125             455             150             60             60             8             8             10000             0             0             8
331             1126             130             20             70             70             5             5             1100             0             0             5
332             1127             130             20             70             70             5             5             1120             0             0             5
333             1128             162             25             60             60             6             6             1800             0             0             6
334             1129             80             20             70             70             3             3             340             0             0             3
335             1130             85             25             70             70             3             3             520             0             0             3
336             1131             55             10             60             60             1             1             60             0             0             1
337             1132             55             10             60             60             1             1             60             0             0             1
338             1133             55             10             60             60             1             1             60             0             0             1
339             1163             455             150             70             70             8             8             9000             0             0             8
340             1164             455             150             60             60             8             8             10000             0             0             8
341             1165             130             20             70             70             5             5             1100             0             0             5
342             1166             130             20             70             70             5             5             1120             0             0             5
343             1167             162             25             60             60             6             6             1800             0             0             6
344             1168             80             20             70             70             3             3             340             0             0             3
345             1169             85             25             70             70             3             3             520             0             0             3
346             1170             55             10             60             60             1             1             60             0             0             1
347             1171             55             10             60             60             1             1             60             0             0             1
348             1172             55             10             60             60             1             1             60             0             0             1
349             1202             455             150             70             70             8             8             9000             0             0             8
350             1203             455             150             60             60             8             8             10000             0             0             8
351             1204             130             20             70             70             5             5             1100             0             0             5
352             1205             130             20             70             70             5             5             1120             0             0             5
353             1206             162             25             60             60             6             6             1800             0             0             6
354             1207             80             20             70             70             3             3             340             0             0             3
355             1208             85             25             70             70             3             3             520             0             0             3
356             1209             55             10             60             60             1             1             60             0             0             1
357             1210             55             10             60             60             1             1             60             0             0             1
358             1211             55             10             60             60             1             1             60             0             0             1
359             1241             455             150             70             70             8             8             9000             0             0             8
360             1242             455             150             60             60             8             8             10000             0             0             8
361             1243             130             20             70             70             5             5             1100             0             0             5
362             1244             130             20             70             70             5             5             1120             0             0             5
363             1245             162             25             60             60             6             6             1800             0             0             6
364             1246             80             20             70             70             3             3             340             0             0             3
365             1247             85             25             70             70             3             3             520             0             0             3
366             1248             55             10             60             60             1             1             60             0             0             1
367             1249             55             10             60             60             1             1             60             0             0             1
368             1250             55             10             60             60             1             1             60             0             0             1
369             1280             455             150             70             70             8             8             9000             0             0             8
370             1281             455             150             60             60             8             8             10000             0             0             8
371             1282             130             20             70             70             5             5             1100             0             0             5
372             1283             130             20             70             70             5             5             1120             0             0             5
373             1284             162             25             60             60             6             6             1800             0             0             6
374             1285             80             20             70             70             3             3             340             0             0             3
375             1286             85             25             70             70             3             3             520             0             0             3
376             1287             55             10             60             60             1             1             60             0             0             1
377             1288             55             10             60             60             1             1             60             0             0             1
378             1289             55             10             60             60             1             1             60             0             0             1
379             1319             455             150             70             70             8             8             9000             0             0             8
380             1320             455             150             60             60             8             8             10000             0             0             8
381             1321             130             20             70             70             5             5             1100             0             0             5
382             1322             130             20             70             70             5             5             1120             0             0             5
383             1323             162             25             60             60             6             6             1800             0             0             6
384             1324             80             20             70             70             3             3             340             0             0             3
385             1325             85             25             70             70             3             3             520             0             0             3
386             1326             55             10             60             60             1             1             60             0             0             1
387             1327             55             10             60             60             1             1             60             0             0             1
388             1328             55             10             60             60             1             1             60             0             0             1
389             1358             455             150             70             70             8             8             9000             0             0             8
390             1359             455             150             60             60             8             8             10000             0             0             8
391             1360             130             20             70             70             5             5             1100             0             0             5
392             1361             130             20             70             70             5             5             1120             0             0             5
393             1362             162             25             60             60             6             6             1800             0             0             6
394             1363             80             20             70             70             3             3             340             0             0             3
395             1364             85             25             70             70             3             3             520             0             0             3
396             1365             55             10             60             60             1             1             60             0             0             1
397             1366             55             10             60             60             1             1             60             0             0             1
398             1367             55             10             60             60             1             1             60             0             0             1
399             1397             455             150             70             70             8             8             9000             0             0             8
400             1398             455             150             60             60             8             8             10000             0             0             8
401             1399             130             20             70             70             5             5             1100             0             0             5
402             1400             130             20             70             70             5             5             1120             0             0             5
403             1401             162             25             60             60             6             6             1800             0             0             6
404             1402             80             20             70             70             3             3             340             0             0             3
405             1403             85             25             70             70             3             3             520             0             0             3
406             1404             55             10             60             60             1             1             60             0             0             1
407             1405             55             10             60             60             1             1             60             0             0             1
408             1406             55             10             60             60             1             1             60             0             0             1
409             1436             455             150             70             70             8             8             9000             0             0             8
410             1437             455             150             60             60             8             8             10000             0             0             8
411             1438             130             20             70             70             5             5             1100             0             0             5
412             1439             130             20             70             70             5             5             1120             0             0             5
413             1440             162             25             60             60             6             6             1800             0             0             6
414             1441             80             20             70             70             3             3             340             0             0             3
415             1442             85             25             70             70             3             3             520             0             0             3
416             1443             55             10             60             60             1             1             60             0             0             1
417             1444             55             10             60             60             1             1             60             0             0             1
418             1445             55             10             60             60             1             1             60             0             0             1
419             1475             455             150             70             70             8             8             9000             0             0             8
420             1476             455             150             60             60             8             8             10000             0             0             8
421             1477             130             20             70             70             5             5             1100             0             0             5
422             1478             130             20             70             70             5             5             1120             0             0             5
423             1479             162             25             60             60             6             6             1800             0             0             6
424             1480             80             20             70             70             3             3             340             0             0             3
425             1481             85             25             70             70             3             3             520             0             0             3
426             1482             55             10             60             60             1             1             60             0             0             1
427             1483             55             10             60             60             1             1             60             0             0             1
428             1484             55             10             60             60             1             1             60             0             0             1
429             1514             455             150             70             70             8             8             9000             0             0             8
430             1515             455             150             60             60             8             8             10000             0             0             8
431             1516             130             20             70             70             5             5             1100             0             0             5
432             1517             130             20             70             70             5             5             1120             0             0             5
433             1518             162             25             60             60             6             6             1800             0             0             6
434             1519             80             20             70             70             3             3             340             0             0             3
435             1520             85             25             70             70             3             3             520             0             0             3
436             1521             55             10             60             60             1             1             60             0             0             1
437             1522             55             10             60             60             1             1             60             0             0             1
438             1523             55             10             60             60             1             1             60             0             0             1
439             1553             455             150             70             70             8             8             9000             0             0             8
440             1554             455             150             60             60             8             8             10000             0             0             8
441             1555             130             20             70             70             5             5             1100             0             0             5
442             1556             130             20             70             70             5             5             1120             0             0             5
443             1557             162             25             60             60             6             6             1800             0             0             6
444             1558             80             20             70             70             3             3             340             0             0             3
445             1559             85             25             70             70             3             3             520             0             0             3
446             1560             55             10             60             60             1             1             60             0             0             1
447             1561             55             10             60             60             1             1             60             0             0             1
448             1562             55             10             60             60             1             1             60             0             0             1
449             1592             455             150             70             70             8             8             9000             0             0             8
450             1593             455             150             60             60             8             8             10000             0             0             8
451             1594             130             20             70             70             5             5             1100             0             0             5
452             1595             130             20             70             70             5             5             1120             0             0             5
453             1596             162             25             60             60             6             6             1800             0             0             6
454             1597             80             20             70             70             3             3             340             0             0             3
455             1598             85             25             70             70             3             3             520             0             0             3
456             1599             55             10             60             60             1             1             60             0             0             1
457             1600             55             10             60             60             1             1             60             0             0             1
458             1601             55             10             60             60             1             1             60             0             0             1
459             1631             455             150             70             70             8             8             9000             0             0             8
460             1632             455             150             60             60             8             8             10000             0             0             8
461             1633             130             20             70             70             5             5             1100             0             0             5
462             1634             130             20             70             70             5             5             1120             0             0             5
463             1635             162             25             60             60             6             6             1800             0             0             6
464             1636             80             20             70             70             3             3             340             0             0             3
465             1637             85             25             70             70             3             3             520             0             0             3
466             1638             55             10             60             60             1             1             60             0             0             1
467             1639             55             10             60             60             1             1             60             0             0             1
468             1640             55             10             60             60             1             1             60             0             0             1
469             1670             455             150             70             70             8             8             9000             0             0             8
470             1671             455             150             60             60             8             8             10000             0             0             8
471             1672             130             20             70             70             5             5             1100             0             0             5
472             1673             130             20             70             70             5             5             1120             0             0             5
473             1674             162             25             60             60             6             6             1800             0             0             6
474             1675             80             20             70             70             3             3             340             0             0             3
475             1676             85             25             70             70             3             3             520             0             0             3
476             1677             55             10             60             60             1             1             60             0             0             1
477             1678             55             10             60             60             1             1             60             0             0             1
478             1679             55             10             60             60             1             1             60             0             0             1
479             1709             455             150             70             70             8             8             9000             0             0             8
480             1710             455             150             60             60             8             8             10000             0             0             8
481             1711             130             20             70             70             5             5             1100             0             0             5
482             1712             130             20             70             70             5             5             1120             0             0             5
483             1713             162             25             60             60             6             6             1800             0             0             6
484             1714             80             20             70             70             3             3             340             0             0             3
485             1715             85             25             70             70             3             3             520             0             0             3
486             1716             55             10             60             60             1             1             60             0             0             1
487             1717             55             10             60             60             1             1             60             0             0             1
488             1718             55             10             60             60             1             1             60             0             0             1
489             1748             455             150             70             70             8             8             9000             0             0             8
490             1749             455             150             60             60             8             8             10000             0             0             8
491             1750             130             20             70             70             5             5             1100             0             0             5
492             1751             130             20             70             70             5             5             1120             0             0             5
493             1752             162             25             60             60             6             6             1800             0             0             6
494             1753             80             20             70             70             3             3             340             0             0             3
495             1754             85             25             70             70             3             3             520             0             0             3
496             1755             55             10             60             60             1             1             60             0             0             1
497             1756             55             10             60             60             1             1             60             0             0             1
498             1757             55             10             60             60             1             1             60             0             0             1
499             1787             455             150             70             70             8             8             9000             0             0             8
500             1788             455             150             60             60             8             8             10000             0             0             8
501             1789             130             20             70             70             5             5             1100             0             0             5
502             1790             130             20             70             70             5             5             1120             0             0             5
503             1791             162             25             60             60             6             6             1800             0             0             6
504             1792             80             20             70             70             3             3             340             0             0             3
505             1793             85             25             70             70             3             3             520             0             0             3
506             1794             55             10             60             60             1             1             60             0             0             1
507             1795             55             10             60             60             1             1             60             0             0             1
508             1796             55             10             60             60             1             1             60             0             0             1
509             1826             455             150             70             70             8             8             9000             0             0             8
510             1827             455             150             60             60             8             8             10000             0             0             8
511             1828             130             20             70             70             5             5             1100             0             0             5
512             1829             130             20             70             70             5             5             1120             0             0             5
513             1830             162             25             60             60             6             6             1800             0             0             6
514             1831             80             20             70             70             3             3             340             0             0             3
515             1832             85             25             70             70             3             3             520             0             0             3
516             1833             55             10             60             60             1             1             60             0             0             1
517             1834             55             10             60             60             1             1             60             0             0             1
518             1835             55             10             60             60             1             1             60             0             0             1
519             1865             455             150             70             70             8             8             9000             0             0             8
520             1866             455             150             60             60             8             8             10000             0             0             8
521             1867             130             20             70             70             5             5             1100             0             0             5
522             1868             130             20             70             70             5             5             1120             0             0             5
523             1869             162             25             60             60             6             6             1800             0             0             6
524             1870             80             20             70             70             3             3             340             0             0             3
525             1871             85             25             70             70             3             3             520             0             0             3
526             1872             55             10             60             60             1             1             60             0             0             1
527             1873             55             10             60             60             1             1             60             0             0             1
528             1874             55             10             60             60             1             1             60             0             0             1
529             1904             455             150             70             70             8             8             9000             0             0             8
530             1905             455             150             60             60             8             8             10000             0             0             8
531             1906             130             20             70             70             5             5             1100             0             0             5
532             1907             130             20             70             70             5             5             1120             0             0             5
533             1908             162             25             60             60             6             6             1800             0             0             6
534             1909             80             20             70             70             3             3             340             0             0             3
535             1910             85             25             70             70             3             3             520             0             0             3
536             1911             55             10             60             60             1             1             60             0             0             1
537             1912             55             10             60             60             1             1             60             0             0             1
538             1913             55             10             60             60             1             1             60             0             0             1
539             1943             455             150             70             70             8             8             9000             0             0             8
540             1944             455             150             60             60             8             8             10000             0             0             8
541             1945             130             20             70             70             5             5             1100             0             0             5
542             1946             130             20             70             70             5             5             1120             0             0             5
