机组序号	第0段价格(元)	第一段价格(元)	第二段价格(元)	第三段价格(元)	第四段价格(元)	第五段价格(元)	第六段价格(元)
54                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
55                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
56                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
57                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
58                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
59                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
60                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
61                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
62                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
63                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
64                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
65                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
66                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
67                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
68                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
69                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
70                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
71                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
72                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
73                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
74                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
75                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
76                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
77                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
78                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
79                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
80                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
81                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
82                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
83                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
84                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
85                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
86                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
87                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
88                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
89                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
90                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
91                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
92                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
93                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
94                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
95                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
96                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
97                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
98                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
99                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
100                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
