机组序号	第0段价格(元)	第一段价格(元)	第二段价格(元)	第三段价格(元)	第四段价格(元)	第五段价格(元)	第六段价格(元)
26                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
27                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
28                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
29                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
30                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
31                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
32                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
33                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
34                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
35                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
36                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
37                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
38                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
39                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
40                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
41                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
42                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
43                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
44                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
45                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
46                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
47                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
48                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
49                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
50                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
51                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
52                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
53                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
54                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
55                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
56                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
57                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
58                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
59                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
60                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
61                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
62                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
63                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
64                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
65                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
66                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
67                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
68                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
69                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
70                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
71                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
72                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
73                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
74                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
75                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
76                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
77                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
78                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
79                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
80                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
81                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
82                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
83                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
84                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
85                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
86                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
87                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
88                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
89                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
90                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
91                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
92                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
93                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
94                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
95                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
96                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
97                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
98                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
99                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
100                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
101                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
102                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
103                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
104                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
105                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
106                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
107                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
108                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
109                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
110                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
111                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
112                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
113                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
114                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
115                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
116                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
117                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
118                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
119                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
120                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
121                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
122                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
123                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
124                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
125                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
126                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
127                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
128                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
129                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
130                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
131                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
132                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
133                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
134                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
135                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
136                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
137                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
138                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
139                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
140                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
141                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
142                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
143                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
144                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
145                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
146                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
147                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
148                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
149                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
150                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
151                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
152                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
153                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
154                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
155                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
156                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
157                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
158                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
159                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
160                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
161                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
162                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
163                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
164                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
165                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
166                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
167                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
168                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
169                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
170                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
171                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
172                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
173                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
174                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
175                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
176                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
177                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
178                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
179                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
180                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
181                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
182                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
183                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
184                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
185                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
186                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
187                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
188                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
189                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
190                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
191                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
192                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
193                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
194                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
195                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
196                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
197                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
198                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
199                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
200                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
201                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
202                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
203                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
204                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
205                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
206                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
207                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
208                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
209                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
210                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
211                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
212                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
213                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
214                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
215                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
216                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
217                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
218                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
219                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
220                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
221                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
222                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
223                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
224                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
225                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
226                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
227                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
228                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
229                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
230                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
231                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
232                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
233                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
234                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
235                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
236                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
237                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
238                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
239                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
240                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
241                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
242                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
243                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
244                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
245                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
246                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
247                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
248                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
249                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
250                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
251                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
252                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
253                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
254                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
255                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
256                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
257                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
258                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
259                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
260                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
261                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
262                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
263                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
264                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
265                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
266                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
267                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
268                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
269                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
270                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
271                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
272                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
273                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
274                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
275                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
276                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
277                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
278                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
279                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
280                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
281                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
282                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
283                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
284                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
285                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
286                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
287                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
288                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
289                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
290                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
291                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
292                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
293                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
294                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
295                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
296                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
297                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
298                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
299                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
300                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
301                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
302                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
303                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
304                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
305                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
306                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
307                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
308                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
309                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
310                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
311                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
312                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
313                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
314                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
315                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
316                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
317                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
318                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
319                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
320                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
321                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
322                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
323                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
324                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
325                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
326                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
327                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
328                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
329                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
330                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
331                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
332                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
333                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
334                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
335                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
336                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
337                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
338                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
339                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
340                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
341                 0                 1032.8                 1400.73                 1770.59                 2142.39                 2516.13                 2891.8
342                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
343                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
344                 0                 818.048                 1089.61                 1363.22                 1638.89                 1916.6                 2196.37
345                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
