机组序号	第0段价格(元)	第一段价格(元)	第二段价格(元)	第三段价格(元)	第四段价格(元)	第五段价格(元)	第六段价格(元)
26                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
27                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
28                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
29                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
30                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
31                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
32                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
33                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
34                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
35                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
36                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
37                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
38                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
39                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
40                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
41                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
42                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
43                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
44                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
45                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
46                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
47                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
48                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
49                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
50                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
51                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
52                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
53                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
54                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
55                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
56                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
57                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
58                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
59                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
60                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
61                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
62                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
63                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
64                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
65                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
66                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
67                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
68                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
69                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
70                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
71                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
72                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
73                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
74                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
75                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
76                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
77                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
78                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
79                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
80                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
81                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
82                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
83                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
84                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
85                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
86                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
87                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
88                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
89                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
90                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
91                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
92                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
93                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
94                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
95                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
96                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
97                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
98                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
99                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
100                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
101                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
102                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
103                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
104                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
105                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
106                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
107                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
108                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
109                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
110                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
111                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
112                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
113                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
114                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
115                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
116                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
117                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
118                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
119                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
120                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
121                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
122                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
123                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
124                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
125                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
126                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
127                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
128                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
129                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
130                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
131                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
132                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
133                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
134                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
135                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
136                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
137                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
138                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
139                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
140                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
141                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
142                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
143                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
144                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
145                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
146                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
147                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
148                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
149                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
150                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
151                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
152                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
153                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
154                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
155                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
156                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
157                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
158                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
159                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
160                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
161                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
162                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
163                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
164                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
165                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
166                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
167                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
168                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
169                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
170                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
171                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
172                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
173                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
174                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
175                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
176                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
177                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
178                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
179                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
180                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
181                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
182                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
183                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
184                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
185                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
186                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
187                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
188                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
189                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
190                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
191                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
192                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
193                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
194                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
195                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
196                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
197                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
198                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
199                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
200                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
201                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
202                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
203                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
204                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
205                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
206                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
207                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
208                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
209                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
210                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
211                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
212                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
213                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
214                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
215                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
216                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
217                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
218                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
219                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
220                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
221                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
222                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
223                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
224                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
225                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
226                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
227                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
228                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
229                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
230                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
231                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
232                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
233                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
234                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
235                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
236                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
237                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
238                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
239                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
240                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
241                 0                 944.987                 1493.21                 2047.4                 2607.58                 3173.73                 3745.85
242                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
243                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
244                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
245                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
246                 0                 1178.44                 1517.2                 1858.23                 2201.54                 2547.12                 2894.98
247                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
248                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
249                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
250                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
251                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
252                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
253                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
254                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
255                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
256                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
257                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
258                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
259                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
260                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
261                 0                 3439.3                 4437.46                 5439.19                 6444.5                 7453.37                 8465.82
262                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
263                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
264                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
265                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
266                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
267                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
268                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
269                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
270                 0                 1010.84                 1376.72                 1744.64                 2114.61                 2486.61                 2860.66
271                 0                 937.922                 1183.93                 1430.3                 1677.03                 1924.12                 2171.57
272                 0                 919.613                 1153.97                 1389                 1624.69                 1861.06                 2098.09
273                 0                 948.073                 1198.63                 1449.48                 1700.6                 1952                 2203.68
274                 0                 3565.98                 4625.66                 5687.66                 6751.96                 7818.56                 8887.48
